0 qid:48082 1:19.530672 2:21.161331 8:1994.0 9:3.0 10:18.0 16:18.430726999999997 20:38.891327000000004 24:82.566956 30:452.0 31:0.0 34:46.0 35:6.0 36:669.0 37:98.0 40:0.0 41:0.0 42:22.0 43:4.0 46:8.0 47:1.0 #docid = 0f77345ed2b4f0ee3a2a11b19ae63439adc6dd41
0 qid:48082 1:17.344514999999998 2:10.833473 8:2005.0 9:3.0 10:3.0 16:18.430726999999997 20:38.891327000000004 24:13.554525 30:297.0 31:44.0 34:71.0 35:9.0 36:530.0 37:74.0 40:29.0 41:4.0 42:47.0 43:8.0 46:8.0 47:1.0 #docid = 495006450843cb75f5f1b6e23c0dbd6b9dd47dc4
0 qid:48082 1:17.344514999999998 2:16.678955 8:1996.0 9:3.0 10:6.0 16:18.430726999999997 20:38.891327000000004 24:28.876724 30:380.0 31:0.0 34:74.0 35:9.0 36:641.0 37:86.0 40:28.0 41:3.0 42:37.0 43:6.0 46:8.0 47:1.0 #docid = a0f5062d92b5bbff36a542b44c2d0f95008b1e6b
0 qid:48082 1:18.74319 2:16.30379 8:1999.0 9:3.0 10:10.0 16:18.430726999999997 20:38.891327000000004 24:45.487938 30:1253.0 31:0.0 34:48.0 35:7.0 36:1421.0 37:217.0 40:0.0 41:0.0 42:17.0 43:2.0 46:11.0 47:1.0 #docid = 893bca6b2ff0f75d314cbbdfc55caa6b27a5803a
0 qid:48082 1:14.617507000000002 2:13.317257000000001 8:1995.0 9:3.0 10:3.0 16:18.430726999999997 20:38.891327000000004 24:13.761159 30:3387.0 31:54.0 34:112.0 35:14.0 36:666.0 37:93.0 40:29.0 41:4.0 42:15.0 43:3.0 46:8.0 47:1.0 #docid = c0c9f7a7f7ba15868cd2be4903957fe6aded1824
0 qid:48082 1:15.598501999999998 2:15.065512 8:1996.0 9:3.0 10:3.0 16:18.430726999999997 20:38.891327000000004 24:13.761159 30:1166.0 31:42.0 34:94.0 35:12.0 36:384.0 37:50.0 40:29.0 41:4.0 42:35.0 43:6.0 46:8.0 47:1.0 #docid = de093ce00b1ba9950bf3542e7a2dbcd456f8c727
0 qid:48082 1:17.344514999999998 2:12.69688 8:1994.0 9:3.0 10:3.0 16:18.430726999999997 20:38.891327000000004 24:13.761159 30:326.0 31:13.0 34:79.0 35:9.0 36:761.0 37:108.0 40:41.0 41:5.0 42:33.0 43:5.0 46:8.0 47:1.0 #docid = 58126bd77e9f114996b3e9a7642fc90dee11efa3
0 qid:48082 1:18.016747 2:15.128986 8:1996.0 9:3.0 10:6.0 16:18.430726999999997 20:38.891327000000004 24:25.754645999999997 30:872.0 31:0.0 34:71.0 35:8.0 36:703.0 37:88.0 40:29.0 41:4.0 42:58.0 43:12.0 46:8.0 47:1.0 #docid = ea4e01cbba687a3744d4366bac1fdc017906025c
0 qid:48082 1:18.016747 2:20.534779999999998 8:1988.0 9:3.0 10:14.0 16:18.430726999999997 20:38.891327000000004 24:64.60133 30:264.0 31:0.0 34:56.0 35:8.0 36:538.0 37:77.0 40:28.0 41:4.0 42:29.0 43:5.0 46:8.0 47:1.0 #docid = 51fa08377798d44858d8595794e9d5ccdc9fa6dd
0 qid:48082 1:14.171870000000002 2:0.0 8:1995.0 9:3.0 10:0.0 16:18.430726999999997 20:38.891327000000004 24:0.0 30:1186.0 31:7.0 34:100.0 35:15.0 36:757.0 37:101.0 40:28.0 41:4.0 42:51.0 43:7.0 46:18.0 47:2.0 #docid = 07f688ef683d4fb2e40d67d4bcf10f5fa35db726
0 qid:48082 1:20.38723 2:19.608632999999998 8:2002.0 9:3.0 10:13.0 16:18.430726999999997 20:38.891327000000004 24:60.603504 30:646.0 31:0.0 34:38.0 35:5.0 36:854.0 37:128.0 40:0.0 41:0.0 42:25.0 43:4.0 46:8.0 47:1.0 #docid = e2792a82f6863507fa0794b0c6d07c8f883b356d
0 qid:48082 1:11.806366 2:16.767982 8:1994.0 9:2.0 10:9.0 16:18.430726999999997 20:38.891327000000004 24:40.870213 30:754.0 31:40.0 34:81.0 35:9.0 36:864.0 37:118.0 40:50.0 41:6.0 42:52.0 43:8.0 46:9.0 47:1.0 #docid = b33c69084116e6535f122bedcbc7965d462205a8
0 qid:48082 1:19.530672 2:15.619967 8:2012.0 9:3.0 10:14.0 16:18.430726999999997 20:38.891327000000004 24:63.246933 30:319.0 31:0.0 34:50.0 35:6.0 36:2776.0 37:401.0 40:33.0 41:5.0 42:25.0 43:2.0 46:8.0 47:1.0 #docid = f4bdf50160c935ea65c318661dba19da65f5f7bd
0 qid:48082 1:19.530672 2:14.385810000000001 8:1998.0 9:3.0 10:5.0 16:18.430726999999997 20:38.891327000000004 24:21.963451 30:316.0 31:0.0 34:47.0 35:6.0 36:917.0 37:122.0 40:0.0 41:0.0 42:30.0 43:5.0 46:17.0 47:2.0 #docid = 100021181dd16cd3c5175a019ce744d7e9c9ce67
0 qid:48082 1:22.347412 2:17.293129 8:2001.0 9:3.0 10:7.0 16:18.430726999999997 20:38.891327000000004 24:32.87455 30:2507.0 31:1.0 34:26.0 35:3.0 36:572.0 37:83.0 40:21.0 41:2.0 42:31.0 43:5.0 46:8.0 47:1.0 #docid = ff30cf441a968ecf78a35a201a1c4eab288eb8aa
0 qid:48082 1:14.617507000000002 2:14.602669 8:1998.0 9:3.0 10:4.0 16:18.430726999999997 20:38.891327000000004 24:19.320026000000002 30:394.0 31:87.0 34:100.0 35:14.0 36:617.0 37:98.0 40:28.0 41:4.0 42:32.0 43:6.0 46:8.0 47:1.0 #docid = 7971139cfc27b07f4649bdf984b77ed6e0d0bb6b
0 qid:48082 1:16.720642 2:0.0 8:1987.0 9:3.0 10:0.0 16:18.430726999999997 20:38.891327000000004 24:0.0 30:609.0 31:0.0 34:85.0 35:9.0 36:200.0 37:28.0 40:28.0 41:4.0 42:15.0 43:3.0 46:8.0 47:1.0 #docid = de1c021054bb30f19738e3a70f6d6d8144b6da06
0 qid:48082 1:11.806366 2:13.512842000000001 8:1994.0 9:2.0 10:6.0 16:18.430726999999997 20:38.891327000000004 24:28.670088 30:1171.0 31:41.0 34:75.0 35:10.0 36:556.0 37:74.0 40:29.0 41:4.0 42:17.0 43:3.0 46:8.0 47:1.0 #docid = 200230f378dd6953bcbe0411a5afd305346bb28f
0 qid:48360 1:16.807924 2:22.124094 8:2020.0 9:2.0 10:11.0 16:31.811787 20:50.77124 24:51.942196 30:8.0 31:1.0 34:66.0 35:11.0 36:984.0 37:142.0 40:26.0 41:4.0 42:30.0 43:4.0 46:27.0 47:3.0 #docid = ce5206e4cb677c9f4f914db8c534c019872c5007
0 qid:48360 1:18.062181 2:20.573837 8:2020.0 9:2.0 10:7.0 16:31.811787 20:51.196907 24:23.725885 30:58.0 31:12.0 34:63.0 35:8.0 36:537.0 37:76.0 40:31.0 41:4.0 42:33.0 43:6.0 46:8.0 47:1.0 #docid = 567ba4bdc6dabcc6a0dd9fb68899f7edb6d4238b
0 qid:48360 1:16.436905 2:20.79187 8:2020.0 9:3.0 10:7.0 16:31.811787 20:51.196907 24:34.2281 30:10.0 31:68.0 34:100.0 35:13.0 36:692.0 37:102.0 40:38.0 41:4.0 42:137.0 43:16.0 46:8.0 47:1.0 #docid = 71f38ae43b70d93c60ec97062ecfc66cf529841b
0 qid:48360 1:17.540003 2:17.973770000000002 8:2020.0 9:3.0 10:18.0 16:31.811787 20:66.91535999999999 24:60.3428 30:10.0 31:7.0 34:86.0 35:11.0 36:1977.0 37:299.0 40:38.0 41:5.0 42:63.0 43:12.0 46:8.0 47:1.0 #docid = 21fe903ba8fcf08890c8e9901636e72a7098e7e2
0 qid:48360 1:15.222339000000002 2:24.18005 8:2020.0 9:2.0 10:19.0 16:31.811787 20:66.91535999999999 24:91.09917 30:136.0 31:13.0 34:89.0 35:12.0 36:2062.0 37:327.0 40:24.0 41:3.0 42:73.0 43:10.0 46:8.0 47:1.0 #docid = 40427137084ceedab41a543a92b19633e0b7633c
0 qid:48360 1:18.801810999999997 2:27.554159999999996 8:2020.0 9:3.0 10:13.0 16:31.811787 20:50.77124 24:70.9849 30:86.0 31:40.0 34:76.0 35:9.0 36:981.0 37:139.0 40:23.0 41:3.0 42:37.0 43:6.0 46:16.0 47:2.0 #docid = 4b9adae8937de0b7125a00df2a316952579ee7f8
0 qid:48360 1:13.133120000000002 2:20.523410000000002 8:2020.0 9:3.0 10:23.0 16:31.811787 20:66.91535999999999 24:79.25697 30:10.0 31:23.0 34:151.0 35:20.0 36:1894.0 37:280.0 40:5.0 41:1.0 42:70.0 43:12.0 46:40.0 47:4.0 #docid = 94404b110e8d1d78515c7905093a67246ee5f8a1
0 qid:48360 1:14.758263000000001 2:24.833597 8:2020.0 9:2.0 10:11.0 16:31.811787 20:66.91535999999999 24:77.76969 30:4.0 31:31.0 34:120.0 35:14.0 36:817.0 37:119.0 40:26.0 41:3.0 42:193.0 43:23.0 46:8.0 47:1.0 #docid = 87d460c611ca3101953c85195c5b733f617aa626
0 qid:48360 1:17.540003 2:2.4234462000000003 8:2020.0 9:3.0 10:18.0 16:31.811787 20:35.052784 24:25.330336 30:40.0 31:46.0 34:82.0 35:11.0 36:3918.0 37:542.0 40:45.0 41:6.0 42:79.0 43:15.0 46:8.0 47:1.0 #docid = 927cc14b1c65106c40a5e162ec55f867f33089d3
0 qid:48360 1:18.76223 2:19.853554000000003 8:2020.0 9:2.0 10:7.0 16:31.811787 20:66.91535999999999 24:43.104040000000005 30:29.0 31:5.0 34:47.0 35:7.0 36:1243.0 37:175.0 40:4.0 41:1.0 42:52.0 43:8.0 46:8.0 47:1.0 #docid = 5ac9127e490826c4342d63b446535e602b1251c9
0 qid:48360 1:13.473315865677966 2:12.893099633651131 8:2006.0462482302974 9:1.6534839924670433 10:5.377354048964219 16:21.1371023412194 20:22.820294852754238 24:34.05026581273541 30:386.9041902071563 31:22.69256120527307 34:70.19091337099812 35:9.463276836158192 36:1134.6191148775895 37:165.93926553672316 40:21.58003766478343 41:2.912193973634652 42:62.5484934086629 43:9.881826741996234 46:12.4870527306968 47:1.4701035781544256 #docid = 4c2d8626326664859db2a0500f70d6de736f5bfe
0 qid:48360 1:13.473315865677966 2:12.893099633651131 8:2006.0462482302974 9:1.6534839924670433 10:5.377354048964219 16:21.1371023412194 20:22.820294852754238 24:34.05026581273541 30:386.9041902071563 31:22.69256120527307 34:70.19091337099812 35:9.463276836158192 36:1134.6191148775895 37:165.93926553672316 40:21.58003766478343 41:2.912193973634652 42:62.5484934086629 43:9.881826741996234 46:12.4870527306968 47:1.4701035781544256 #docid = 2801d473e9c29b3de614030be102fa7245806d00
0 qid:48360 1:20.25924 2:0.0 8:2020.0 9:3.0 10:0.0 16:31.811787 20:51.196907 24:0.0 30:5.0 31:12.0 34:50.0 35:5.0 36:54.0 37:9.0 40:3.0 41:1.0 42:11.0 43:2.0 46:8.0 47:1.0 #docid = 4c3b9af329ae16e852d089d4578e62428cc6fdbb
0 qid:48360 1:18.273891 2:21.952951000000002 8:2020.0 9:4.0 10:17.0 16:31.811787 20:50.77124 24:55.08984 30:210.0 31:18.0 34:118.0 35:15.0 36:1786.0 37:207.0 40:45.0 41:5.0 42:294.0 43:41.0 46:16.0 47:2.0 #docid = 5973278f9a9657d8fbdb161cd2c6c33ba0bceac2
0 qid:48360 1:22.933311 2:31.342419 8:2020.0 9:3.0 10:14.0 16:31.811787 20:66.91535999999999 24:76.5979 30:0.0 31:0.0 34:73.0 35:9.0 36:953.0 37:154.0 40:19.0 41:2.0 42:54.0 43:10.0 46:0.0 47:0.0 #docid = abc71fcde4dd1badea9def9a14b2a42251e5c263
0 qid:48360 1:16.970547 2:27.018509 8:2020.0 9:3.0 10:44.0 16:31.811787 20:66.91535999999999 24:210.18031000000002 30:42.0 31:14.0 34:82.0 35:12.0 36:2116.0 37:329.0 40:38.0 41:5.0 42:17.0 43:4.0 46:8.0 47:1.0 #docid = 56d7c31382d287ad08558326ea0b38612f7eae04
0 qid:48360 1:18.76223 2:17.688910999999997 8:2020.0 9:2.0 10:14.0 16:31.811787 20:66.91535999999999 24:42.628704 30:21.0 31:8.0 34:46.0 35:7.0 36:1330.0 37:192.0 40:24.0 41:3.0 42:84.0 43:12.0 46:8.0 47:1.0 #docid = 001d90376ea9a5672e6a2b37ff468d6f3ee0a3e5
0 qid:48360 1:15.935801500000002 2:18.891926 8:2020.0 9:3.0 10:11.0 16:31.811787 20:66.91535999999999 24:51.942196 30:38.0 31:31.0 34:89.0 35:14.0 36:1781.0 37:247.0 40:32.0 41:4.0 42:539.0 43:95.0 46:8.0 47:1.0 #docid = 74baa482518bc9648a0e4cbe3d92e656c93d1b50
1 qid:48360 1:14.758263000000001 2:7.8759646 8:2006.0462482302974 9:2.0 10:7.0 16:31.811787 20:50.77124 24:23.315739 30:0.0 31:0.0 34:106.0 35:13.0 36:424.0 37:59.0 40:0.0 41:0.0 42:0.0 43:0.0 46:0.0 47:0.0 #docid = 11d945d4cfad930d27d6e124e43e18a82d4c8842
0 qid:48360 1:17.540003 2:15.654060999999999 8:2020.0 9:3.0 10:4.0 16:31.811787 20:50.77124 24:17.714094 30:6.0 31:21.0 34:93.0 35:11.0 36:818.0 37:112.0 40:16.0 41:2.0 42:101.0 43:14.0 46:8.0 47:1.0 #docid = f0206b8800f0f22c26d4af0112adb80f31d6fafb
0 qid:48360 1:15.935801500000002 2:20.804953 8:2020.0 9:3.0 10:17.0 16:31.811787 20:66.91535999999999 24:72.05646 30:42.0 31:12.0 34:100.0 35:14.0 36:1737.0 37:253.0 40:21.0 41:2.0 42:55.0 43:12.0 46:8.0 47:1.0 #docid = 854a719937844cd0890d52cc545ac27216a61fcf
0 qid:48360 1:14.60045 2:0.39219183 8:2020.0 9:3.0 10:6.0 16:31.811787 20:66.91535999999999 24:7.2005177 30:14.0 31:37.0 34:114.0 35:17.0 36:421.0 37:76.0 40:0.0 41:0.0 42:0.0 43:0.0 46:0.0 47:0.0 #docid = 03a10e26c7177c949d3fac0b3ff101f5b9e7b77e
0 qid:48360 1:18.062181 2:18.551605 8:2020.0 9:2.0 10:7.0 16:31.811787 20:66.91535999999999 24:34.2281 30:12.0 31:5.0 34:52.0 35:7.0 36:1043.0 37:172.0 40:12.0 41:2.0 42:28.0 43:5.0 46:8.0 47:1.0 #docid = 78360444f3b4540339efc9e7e5f2610a7e46c023
0 qid:48360 1:19.518732 2:0.0 8:2020.0 9:2.0 10:0.0 16:31.811787 20:35.052784 24:0.0 30:0.0 31:0.0 34:38.0 35:6.0 36:411.0 37:64.0 40:0.0 41:0.0 42:0.0 43:0.0 46:0.0 47:0.0 #docid = 74bdf73f81b4ceecc9cf216558528e3c7a32cc05
0 qid:48360 1:18.149002 2:22.794594 8:2020.0 9:3.0 10:5.0 16:31.811787 20:66.91535999999999 24:21.325714 30:21.0 31:11.0 34:62.0 35:8.0 36:364.0 37:45.0 40:17.0 41:3.0 42:62.0 43:11.0 46:16.0 47:2.0 #docid = c91678f10d2687e0f8f8eebbd4b329a197e447e4
0 qid:48360 1:13.471589000000002 2:23.091173 8:2020.0 9:3.0 10:18.0 16:31.811787 20:35.052784 24:111.99779 30:242.0 31:11.0 34:115.0 35:19.0 36:1847.0 37:289.0 40:9.0 41:1.0 42:94.0 43:18.0 46:8.0 47:1.0 #docid = 754eef845a1fd33405661e9de4e985f020ea949a
1 qid:48360 1:20.005177 2:33.000645 8:2020.0 9:4.0 10:26.0 16:31.811787 20:50.77124 24:116.82643 30:13.0 31:57.0 34:95.0 35:15.0 36:1306.0 37:186.0 40:16.0 41:2.0 42:18.0 43:3.0 46:8.0 47:1.0 #docid = d73d87d6810a00d2136c95d5dd45816add78d5d1
0 qid:48360 1:17.412495 2:21.199966 8:2020.0 9:2.0 10:10.0 16:31.811787 20:51.196907 24:50.74211 30:18.0 31:15.0 34:57.0 35:9.0 36:1122.0 37:175.0 40:23.0 41:3.0 42:70.0 43:14.0 46:8.0 47:1.0 #docid = 242a976b17f8005f91a2f7aacbb85bf7d6424426
0 qid:48360 1:16.243925 2:22.495466 8:2020.0 9:2.0 10:17.0 16:31.811787 20:66.91535999999999 24:72.05646 30:9.0 31:11.0 34:75.0 35:11.0 36:1303.0 37:179.0 40:44.0 41:5.0 42:93.0 43:16.0 46:16.0 47:2.0 #docid = e37ef302fe84e8f1206e31b7d4b5e93bee553030
0 qid:48360 1:22.204628 2:24.833597 8:2020.0 9:2.0 10:11.0 16:31.811787 20:50.77124 24:77.76969 30:0.0 31:31.0 34:28.0 35:3.0 36:817.0 37:119.0 40:0.0 41:0.0 42:177.0 43:21.0 46:0.0 47:0.0 #docid = 39cf69302f0e64c9ae81695d3169770f3e32e4bc
0 qid:48360 1:13.471589000000002 2:23.960419 8:2020.0 9:3.0 10:27.0 16:31.811787 20:66.91535999999999 24:148.62607 30:212.0 31:12.0 34:161.0 35:20.0 36:2737.0 37:346.0 40:24.0 41:3.0 42:158.0 43:28.0 46:8.0 47:1.0 #docid = 62e60986530abb2b8bc40a3397fdef73d8abfcf3
0 qid:48360 1:19.503335999999997 2:21.158953 8:2020.0 9:3.0 10:11.0 16:31.811787 20:66.91535999999999 24:39.028446 30:0.0 31:32.0 34:54.0 35:8.0 36:692.0 37:101.0 40:37.0 41:5.0 42:224.0 43:40.0 46:8.0 47:1.0 #docid = 7ea2e329192ec1a5de459e1d0a1bd6652acf276d
0 qid:49049 1:16.157576000000002 2:0.0 8:1994.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:0.0 31:0.0 34:71.0 35:11.0 36:0.0 37:0.0 40:15.0 41:3.0 42:60.0 43:8.0 46:7.0 47:1.0 #docid = 7d4b3df7177f10210ddab7dbf51ff86366f6a08a
0 qid:49049 1:8.491762 2:7.65304 8:2008.0 9:1.0 10:1.0 16:16.433838 20:0.0 24:14.432649 30:0.0 31:11.0 34:253.0 35:38.0 36:3211.0 37:480.0 40:0.0 41:0.0 42:52.0 43:9.0 46:3.0 47:1.0 #docid = 182821f019696efb901563d3e620e6f6fbe03a61
1 qid:49049 1:14.187222 2:19.183320000000002 8:2010.0 9:1.0 10:2.0 16:16.433838 20:0.0 24:28.865296999999998 30:1.0 31:0.0 34:95.0 35:15.0 36:964.0 37:147.0 40:0.0 41:0.0 42:44.0 43:6.0 46:11.0 47:1.0 #docid = 8855af311b9ceda05fc1a8dd6c8f96a8d7d22e90
0 qid:49049 1:13.767498000000002 2:19.448965 8:2018.0 9:1.0 10:3.0 16:16.433838 20:0.0 24:43.297947 30:0.0 31:0.0 34:117.0 35:15.0 36:1433.0 37:230.0 40:81.0 41:9.0 42:29.0 43:4.0 46:9.0 47:1.0 #docid = ab01f182e9e98eedba89bfa1b57f22e61709a198
0 qid:49049 1:19.55183 2:18.916729 8:2016.0 9:1.0 10:2.0 16:16.433838 20:0.0 24:28.865296999999998 30:0.0 31:0.0 34:49.0 35:6.0 36:973.0 37:157.0 40:0.0 41:0.0 42:21.0 43:6.0 46:21.0 47:2.0 #docid = 0137a460712bfd18e2df45a212275e2b04bdd5b5
1 qid:49049 1:17.363301999999997 2:5.6279715999999995 8:1999.0 9:1.0 10:1.0 16:16.433838 20:0.0 24:14.432649 30:1.0 31:0.0 34:66.0 35:9.0 36:4313.0 37:718.0 40:32.0 41:3.0 42:38.0 43:7.0 46:9.0 47:1.0 #docid = 219750dfe7a4073edbc7754f933065ab0ee27562
1 qid:49049 1:17.363301999999997 2:0.0 8:2002.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:4.0 31:0.0 34:60.0 35:9.0 36:0.0 37:0.0 40:0.0 41:0.0 42:31.0 43:4.0 46:7.0 47:1.0 #docid = 1c9b1618a2badff9dcf5f51e480f2118cd978868
1 qid:49049 1:17.363301999999997 2:21.132381 8:1894.0 9:1.0 10:5.0 16:16.433838 20:0.0 24:72.163246 30:0.0 31:0.0 34:53.0 35:7.0 36:1833.0 37:316.0 40:45.0 41:6.0 42:19.0 43:3.0 46:9.0 47:1.0 #docid = 31feef0f728ebff44ff710076c420dc63ec10edf
1 qid:49049 1:18.036263 2:0.0 8:1909.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:0.0 31:0.0 34:50.0 35:8.0 36:0.0 37:0.0 40:47.0 41:6.0 42:18.0 43:3.0 46:9.0 47:1.0 #docid = 701248dd9bf049d772897ac53e47ecf67410ba88
0 qid:49049 1:13.371897 2:19.448965 8:2012.0 9:1.0 10:3.0 16:16.433838 20:0.0 24:43.297947 30:1.0 31:19.0 34:113.0 35:16.0 36:1508.0 37:225.0 40:0.0 41:0.0 42:9.0 43:1.0 46:0.0 47:0.0 #docid = 9e334ebeca80a9b4ae9be52e66e306ecf31f361a
0 qid:49049 1:14.633341 2:18.405176 8:2019.0 9:1.0 10:2.0 16:16.433838 20:0.0 24:28.865296999999998 30:1.0 31:0.0 34:91.0 35:14.0 36:1080.0 37:177.0 40:42.0 41:5.0 42:34.0 43:4.0 46:9.0 47:1.0 #docid = 71f4d38a82f0c595ebd8481e6738b399832533a0
0 qid:49049 1:16.157576000000002 2:16.230857999999998 8:1991.0 9:1.0 10:1.0 16:16.433838 20:0.0 24:14.432649 30:0.0 31:0.0 34:74.0 35:10.0 36:707.0 37:101.0 40:12.0 41:1.0 42:14.0 43:3.0 46:17.0 47:2.0 #docid = aec1cf535a4e3d98202ff2c4a11f4aa2cad5c69e
0 qid:49049 1:8.983551 2:14.199162 8:1977.0 9:1.0 10:1.0 16:16.433838 20:0.0 24:14.432649 30:1.0 31:0.0 34:213.0 35:33.0 36:949.0 37:143.0 40:22.0 41:3.0 42:19.0 43:2.0 46:9.0 47:1.0 #docid = bb6958743473475fc5ec1962260c89aab61dd979
0 qid:49049 1:13.371897 2:19.085376999999998 8:2018.0 9:1.0 10:3.0 16:16.433838 20:0.0 24:43.297947 30:1.0 31:4.0 34:115.0 35:17.0 36:1506.0 37:247.0 40:39.0 41:6.0 42:29.0 43:4.0 46:9.0 47:1.0 #docid = d94eb81cff9ec71088283294fe0f55e87a7d8ad1
0 qid:49049 1:15.6154 2:0.0 8:1845.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:0.0 31:0.0 34:81.0 35:12.0 36:0.0 37:0.0 40:46.0 41:4.0 42:8.0 43:2.0 46:9.0 47:1.0 #docid = a271af0a08328b711c840fd90cd40618ae908cc7
0 qid:49049 1:14.633341 2:0.0 8:1972.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:0.0 31:0.0 34:101.0 35:14.0 36:0.0 37:0.0 40:0.0 41:0.0 42:24.0 43:4.0 46:17.0 47:2.0 #docid = 938599686ddea2541f5c0bee7bcc6b31926343fd
0 qid:49049 1:13.371897 2:11.954546 8:2008.0 9:1.0 10:1.0 16:16.433838 20:0.0 24:14.432649 30:5.0 31:16.0 34:111.0 35:16.0 36:1543.0 37:227.0 40:0.0 41:0.0 42:63.0 43:8.0 46:3.0 47:1.0 #docid = e2f84ba7e2e110ddfcacfcb81d3072108e1c6acd
0 qid:49049 1:14.187222 2:18.553791 8:2013.0 9:1.0 10:1.0 16:16.433838 20:0.0 24:14.432649 30:0.0 31:0.0 34:115.0 35:13.0 36:368.0 37:48.0 40:34.0 41:4.0 42:11.0 43:2.0 46:9.0 47:1.0 #docid = 0f36f700219631689021cd7d0ad6dfae6d70117a
0 qid:49049 1:13.767498000000002 2:17.481535 8:1974.0 9:1.0 10:1.0 16:16.433838 20:0.0 24:14.432649 30:0.0 31:0.0 34:93.0 35:16.0 36:445.0 37:71.0 40:22.0 41:3.0 42:22.0 43:5.0 46:9.0 47:1.0 #docid = 78603ee6df548a73910ab89fdbbbd75688d17dec
0 qid:49049 1:15.108429000000001 2:20.219347 8:2008.0 9:1.0 10:3.0 16:16.433838 20:0.0 24:43.297947 30:0.0 31:0.0 34:77.0 35:13.0 36:1191.0 37:192.0 40:27.0 41:5.0 42:9.0 43:2.0 46:17.0 47:2.0 #docid = 9f10f1c2d9506a489cb251d4042498d6501c0608
0 qid:49049 1:19.55183 2:24.747356 8:1985.0 9:1.0 10:4.0 16:16.433838 20:0.0 24:57.730594999999994 30:7.0 31:0.0 34:53.0 35:6.0 36:585.0 37:92.0 40:29.0 41:4.0 42:16.0 43:3.0 46:9.0 47:1.0 #docid = 2d9945918b05c84c325c3cc18136c95bc6111884
1 qid:49049 1:16.738754 2:24.591442 8:1960.0 9:1.0 10:6.0 16:16.433838 20:0.0 24:86.595894 30:0.0 31:0.0 34:54.0 35:10.0 36:1008.0 37:169.0 40:58.0 41:9.0 42:12.0 43:2.0 46:17.0 47:2.0 #docid = f389b9dbd5cb7c7243969c0c2daaaaa75b3b20d3
0 qid:49049 1:13.371897 2:23.285246 8:2004.0 9:1.0 10:2.0 16:16.433838 20:0.0 24:28.865296999999998 30:0.0 31:0.0 34:96.0 35:17.0 36:282.0 37:45.0 40:31.0 41:4.0 42:31.0 43:6.0 46:9.0 47:1.0 #docid = 2556c7269afd9d9534c52ffd9873aa48c0de4bff
0 qid:49049 1:14.187222 2:23.467419 8:2016.0 9:1.0 10:4.0 16:16.433838 20:0.0 24:57.730594999999994 30:0.0 31:0.0 34:113.0 35:15.0 36:845.0 37:120.0 40:5.0 41:1.0 42:40.0 43:5.0 46:31.0 47:3.0 #docid = 01b165f4e8423d4ccc3f6cb25b7b1392537f96aa
0 qid:49049 1:15.108429000000001 2:0.0 8:2004.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:0.0 31:0.0 34:93.0 35:10.0 36:0.0 37:0.0 40:46.0 41:4.0 42:30.0 43:4.0 46:9.0 47:1.0 #docid = 752cfea405a164547246ca27a0ca7a995ce1f4b1
0 qid:49049 1:16.157576000000002 2:0.0 8:2013.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:0.0 31:0.0 34:65.0 35:11.0 36:0.0 37:0.0 40:0.0 41:0.0 42:28.0 43:7.0 46:17.0 47:2.0 #docid = f89c3c35d3ba77641b39fb2529b1d8e961cfee86
1 qid:49049 1:15.108429000000001 2:21.496579999999998 8:2003.0 9:1.0 10:3.0 16:16.433838 20:0.0 24:43.297947 30:1.0 31:0.0 34:82.0 35:12.0 36:986.0 37:152.0 40:44.0 41:5.0 42:54.0 43:9.0 46:9.0 47:1.0 #docid = 1f58878c855ee04114699c12797e7668007c264c
0 qid:49049 1:16.738754 2:0.0 8:1998.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:14.0 31:0.0 34:66.0 35:10.0 36:0.0 37:0.0 40:0.0 41:0.0 42:47.0 43:6.0 46:9.0 47:1.0 #docid = 3da78b6f6fa4edb9c189dcf5467312145648d858
1 qid:49049 1:11.132655999999999 2:0.0 8:1845.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:0.0 31:0.0 34:177.0 35:24.0 36:0.0 37:0.0 40:46.0 41:4.0 42:16.0 43:2.0 46:9.0 47:1.0 #docid = fb45ff39d5bf495ef1cb32754e4604c7eb4c4c05
0 qid:49049 1:18.036263 2:0.0 8:1871.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:2.0 31:0.0 34:65.0 35:8.0 36:674.0 37:99.0 40:6.0 41:1.0 42:10.0 43:2.0 46:11.0 47:1.0 #docid = 7bbf9b2e70c1ba04f8fb101faecdbec0350fb380
1 qid:49049 1:18.763493 2:0.0 8:1933.0 9:1.0 10:0.0 16:16.433838 20:0.0 24:0.0 30:0.0 31:0.0 34:62.0 35:7.0 36:0.0 37:0.0 40:46.0 41:6.0 42:12.0 43:3.0 46:9.0 47:1.0 #docid = 93c298e94cd2d700f77b7b915d68b936639dcf8a
