paper_sha,paper_title,paper_year,paper_venue,n_citations,n_key_citations
6b45c1ffd379b145fdd12a375fdf84ee8f1560c4,The Psychology of Life Stories,2001.0,,872.0,
9a57a8081dcf8b813c649b77670115d79c316ebb,Computer Gaming and Interactive Simulations for Learning: a Meta-analysis,2006.0,,361.0,
0e49a9e5c96d75a0f037919783ebfec707eb6836,NPS@: network protein sequence analysis.,2000.0,Trends in biochemical sciences,779.0,
eeb2654996fcbf5226d1495b87377f5ee39a7760,Financial Literacy among the Young,2010.0,,430.0,
e46c9e0986fbe3989f0f5b168d2d9cc769d8ece3,Co-pyrolysis and catalytic co-pyrolysis of Enteromorpha clathrata and rice husk,2018.0,Journal of Thermal Analysis and Calorimetry,2.0,
df075c91d9816282f49ab94a9d0b4faa74758e0c,Remote Sensing Digital Image Analysis,1986.0,,1301.0,
de2ee064a2e367fe8b45bec10f533bff8fdc0090,Antecedents of Attitudinal Destination Loyalty in a Long-haul Market : Australia ’ S Brand Equity among Chilean Consumers,2014.0,,6.0,
b51df19a5a0e9a69f6d4f3915bc392f1fafbd152,Blending qualitative & quantitative research methods in theses and dissertations,2003.0,,163.0,
42db1ec146ecd8cca86e3b6e46e842edd1fee238,Mentalism and Behaviorism: Merging?,2003.0,,7.0,
3b3f5ac79951216d06c3df46343513090014daf7,A fresh look at understanding Green consumer behavior among young urban Indian consumers through the lens of Theory of Planned Behavior,2018.0,,17.0,
d0a771f652d7a1e204ebe705b751ec81bd27ed9f,Consumer Behavior and Culture: Consequences for Global Marketing and Advertising,2019.0,,201.0,
7a0966ce97904ecf8c89eeedab8f90abea965ce5,MFM guidance for COVID-19,2020.0,American Journal of Obstetrics & Gynecology MFM,4.0,
0cf9f507a18a00de76b8bb61a2c5c2b66680dd50,Coronavirus envelope protein: current knowledge,2019.0,Virology Journal,64.0,
ef7bfcae22b94e0d0e33b7ebbe05a9664f4009e5,The effect of ants on soil properties and processes (Hymenoptera: Formicidae),2008.0,,69.0,
75eb0cf3519d33a511d415458166985bf05b8f0a,Chemotaxonomic authentication of herbal drug chamomile.,2009.0,,7.0,
6e1f7d5f63fd7adcaa898445a2b5db61b308955b,A double-hexameric MCM2-7 complex is loaded onto origin DNA during licensing of eukaryotic DNA replication.,2009.0,Proceedings of the National Academy of Sciences of the United States of America,291.0,
e60af557a1bbfd9b2adee8a3c090d27faab86632,Creating a Hunger Driven Smartphone Market by Xiaomi,2017.0,,1.0,
3f40d89575a4094cef719999c72d0d8e1ce3aad2,Vertical Mammaplasty for Gigantomastia,2008.0,Aesthetic Plastic Surgery,4.0,
26d7d8a8326f79ef48c4312972b96c26e56266ec,"Opioid Prescribing Behaviors — Prescription Behavior Surveillance System, 11 States, 2010–2016",2020.0,Morbidity and mortality weekly report. Surveillance summaries,0.0,
baf2b3f892881d5aee82ab4d5e43779ff0d4aeae,"Modified carbon paste sensor for the potentiometric determination of neostigmine bromide in pharmaceutical formulations, human plasma and urine.",2014.0,Biosensors & bioelectronics,7.0,
20a9bb9a2047383bf830aeb32ba93fc6697f939b,Multifractal spatial distribution of epilithic microphytobenthos on a Mediterranean rocky shore,2015.0,,7.0,
52298cd1a715ebaf4c9b2e1d6376b7072c72201b,Comparative effectiveness of low-level laser therapy for adult androgenic alopecia: a system review and meta-analysis of randomized controlled trials,2019.0,Lasers in Medical Science,3.0,
2689f4ebb3f35ecb86d2dae704cb8d2e233d4f78,A world-wide survey and field study in clinical haemostasis laboratories to evaluate FVIII:C activity assay variability of ADYNOVATE and OBIZUR in comparison with ADVATE.,2016.0,Haemophilia : the official journal of the World Federation of Hemophilia,18.0,
f8983539e91886d9ef44bb271fb9c14c99a3ac5c,The Flynn effect and its relevance to neuropsychology,2007.0,Journal of clinical and experimental neuropsychology,37.0,
882fc664a40187972f2f610041eaa99724e810df,Neural Models for Key Phrase Detection and Question Generation,2018.0,QA@ACL,37.0,
c6a9ca56c93323c0199dd22631d1cf731bdd7ec1,Automatic Detection of Fake News,2018.0,COLING,103.0,
f3fc149f27478d40345de8d8ed6ca7dc17613998,Risk Management of COVID-19 by Universities in China,2020.0,,5.0,
9dc5427b7e13dfe2a87189b5a643d7b4bf87eb9b,"Safety, tolerability, and immunogenicity of two Zika virus DNA vaccine candidates in healthy adults: randomised, open-label, phase 1 clinical trials",2018.0,The Lancet,62.0,
9aa36c907a320d49fd7ad7e82959a55a88036b4f,What makes Web sites credible?: a report on a large quantitative study,2001.0,CHI '01,465.0,
2e3c324ed79c7a031bca4a7658d4c85aedaf5a5c,Sociomateriality and boundary objects in information systems development,2012.0,Eur. J. Inf. Syst.,64.0,
adec1b7a36bb4c684471fff8a0ef4be6f81c4e5c,Explaining the Role of User Participation in Information System Use,1994.0,,842.0,
e5d15af10232f9e32adaadf4917c8514da9a4853,"Bundling Information Goods: Pricing, Profits, and Efficiency",1997.0,,544.0,
528e8ffb5f3cd4c564ff48f3d4d27a1ed0616bcd,Simulation and optimization of coal-fired power plants,2009.0,,17.0,
9f17759fbc55555d72d306dbb3f0a33d111524d7,Metalinguistic Knowledge and Language Ability in University-Level L2 Learners,2008.0,,58.0,
16b699e94849c7bf9e00d96fdc4c4e391480d163,"“I think it, therefore it’s true”: Effects of self-perceived objectivity on hiring discrimination",2007.0,,92.0,
43f85fd45c16cc0399e35e0a03b38fb489c4cca0,Allergy to chamomile tea.,1980.0,JAMA,7.0,
bef028d7d7fcb4705c24451304b089f4912920d4,Research Methods for Business Students,1996.0,,9382.0,
011b430e81a4b7e1e02b5dfdd8f08cf88fe1d0fd,Tik Tok Popularism and Nationalism: Rethinking National Identities and Boundaries on Millennial Popular Cultures in Indonesian Context,2018.0,,0.0,
aea6fffd4a003c4e501f07bee225b66c9124be3f,Journey of Goranis’ from Bogomils’ to Islam,2018.0,,0.0,
9660c75834ceab591fcc9d357f623c80c39ba8be,The Boston Bombers,2014.0,,5.0,
0b416839dd5fe5ee37cd2e1a564ca8fedcc13d68,"Injection of Urocortin 3 into the ventromedial hypothalamus modulates feeding, blood glucose levels, and hypothalamic POMC gene expression but not the HPA axis.",2010.0,American journal of physiology. Endocrinology and metabolism,38.0,
810f75eb78f31c34b0743bce7931b63db640412b,Compact 28-GHz phased array antenna for 5G access,2018.0,2018 IEEE/MTT-S International Microwave Symposium - IMS,13.0,
24b2e640f494b13f7cace4d60aff7e497e95ea9c,The Portable Dissertation Advisor,2003.0,,117.0,
caa6e36f04cd1d1fe3348bcb774ba40607b9995a,"Staff education – learning about online assessment, online",2004.0,,5.0,
1669d64b031da75c7c7da84fd99aa31df03aa0e5,A new perspective on catalytic dehydrogenation of ethylbenzene: the influence of side-reactions on catalytic performance,2015.0,,3.0,
9aef7952008e70c1f780dd558078e4c01b9fb3be,Picking Knots from Trees - The Syntactic Structure of Celtic Knotwork,2000.0,Diagrams,5.0,
d7c5389e10debb6d7af6dc7ca8bf7f2c17a8f7dc,The economics of information security.,2006.0,Science,352.0,
b916d180053e06f30044ccd62e6633f8a0a8a334,Comportamento Motor Em Crianças Com Paralisia Cerebral: Efeitos Do Treino De Marcha Em Esteira Com Suspensão De Peso Conceito Neuroevolutivo Bobath Associado Ou Não Ao Reforço Tangível.,2006.0,,1.0,
d7c3c95d5b9c3c4fd8b07863d072d59804f2506a,Lambda-calculus models of programming languages.,1969.0,,231.0,
9e232e50a62b31e6799a2bef822f9cdf5ec35d63,Laozi (Lao Tzu),2002.0,,0.0,
9a5efee83112b0570cbf89e72bf8f3fb42c39277,Visualizing the Dead: Contemporary Cemetery Landscapes,2015.0,,1.0,
08452948035024b6284b2dd294ad6d2ccaac05fc,The Migrant Image: The Art and Politics of Documentary during Global Crisis,2013.0,,6.0,
0e78be34eb4061d4fa5c8c96dd5a5265d80c3745,Variations in concentration of oxytocin and vasopressin in the paraventricular nucleus of the hypothalamus during the estrous cycle in rats.,1986.0,Life sciences,19.0,
a4065f9aa67e2b5a058facc408d68cdd27b13dc9,Unternehmens- und Personalentwicklung für die neue Fabrik: Qualifikationspotential als strategische Ressource,1993.0,,1.0,
8c9245b2f69028ccb69665c3ba7dd481a7723377,Where the Minimum Wage Bites Hard: Introduction of Minimum Wages to a Low Wage Sector,2003.0,,85.0,
39a86de17296704ccd074dadb20ba510d4251694,The Genome sequence of the SARS-associated coronavirus.,2003.0,Science,1132.0,
a9fa2c9172ad708d800105672c649a2d5f6854c1,Polarization and Fake News: Early Warning of Potential Misinformation Targets,2019.0,TWEB,27.0,
205d10d350f3cb81ee279f3d4578c573a1c2426f,BIM in facilities management applications: a case study of a large university complex,2015.0,,59.0,
99b29af0e9f1d059e52eee82a836f64a9cae1761,"Isolation of Japanese encephalitis virus from Anopheles annularis and Anopheles vagus in Lombok, Indonesia.",1985.0,Transactions of the Royal Society of Tropical Medicine and Hygiene,13.0,
75ecf969ce1be6f05fef55c8ea7d38e12ec7f7f5,Feasibility of controlling COVID-19 outbreaks by isolation of cases and contacts,2020.0,The Lancet Global Health,128.0,
bbf84c2e04321f3f5813cdc91978a186727bbe05,Examination of the Transtheoretical Model in Current Smokers,2002.0,Western journal of nursing research,22.0,
fbd0e0ad4e06902b10b6a157b9db92df577720f1,Learning surface text patterns for a Question Answering System,2002.0,ACL,698.0,
888a07ddee154b08a3ee4b731f2ad0ed4a1884ef,The Digital Transformation of Traditional Businesses,2003.0,,60.0,
273a381bf90ac7f5bd0a8ee7e8dedf24d1caafc7,Oppositional defiant disorder with onset in preschool years: longitudinal stability and pathways to other disorders.,2001.0,Journal of the American Academy of Child and Adolescent Psychiatry,99.0,
9a94e64b54258e0eccf87a878ed892c1f8eb40b3,High-Efficiency 312-kVA Three-Phase Inverter Using Parallel Connection of Silicon Carbide MOSFET Power Modules,2015.0,IEEE Transactions on Industry Applications,25.0,
5da0ab99af64610998c16b33a6ddec41bb2b76e5,Una pedagogía de concientización para la prevención del VIH/SIDA,1992.0,,3.0,
52bf4421c628d0a0c4bc116732025facd0a4c186,Regulation of interferon production as a potential strategy for COVID-19 treatment,2020.0,,5.0,
9d5d03662a69ec2150df61a4b04e20a9bc70d466,The Delphi list: a criteria list for quality assessment of randomized clinical trials for conducting systematic reviews developed by Delphi consensus.,1998.0,Journal of clinical epidemiology,1094.0,
fc1724e11731234a7f0e519e95ae7f9de715ccee,Oral Tradition as History,1985.0,,248.0,
19c996e9acb34008edf29bd031a39071484616a7,A novel coronavirus outbreak of global health concern,2020.0,The Lancet,315.0,
017503a76904f3747869115915aed547b1076b2d,Time course of recovery of left ventricular filling pressure after exercise in healthy subjects.,2008.0,Circulation journal : official journal of the Japanese Circulation Society,8.0,
68b5fbe75891df4bb238eb1d44ba4181b89e8c83,Computer Simulation Using Particles,1966.0,,2226.0,
4497bfffb196a10b41c6d64f72b6201ea6d73bba,War Memorials and the Politics of Memory: the Soviet War Memorial in Tallinn,2009.0,,11.0,
2b9e08e9cb68aaee4c52be62d7826b7738507130,Business Model Mining: Analyzing a Firm's Business Model with Text Mining of Annual Report,2013.0,,2.0,
c8728fbd066584823134485c9808ca97b21143cc,Warrant and action,2009.0,Synthese,21.0,
fc60e9ce9e86b88e596050dd0adaa7f2a6c45680,"Intisar 'D' Oil Field, Libya",1980.0,,7.0,
7233b3ad3d8224130756e07d95ee783a417db3f4,On the Chemical and Kinematic Consistency between N-rich Metal-poor Field Stars and Enriched Populations in Globular Clusters,2020.0,,0.0,
223dca2228595ac021e98ee139eddd7b5325a7e7,SEED: efficient clustering of next-generation sequences,2011.0,Bioinform.,51.0,
a7e76c8c5809a7748355d91f6c610fea29d30cad,Fate of β-asarone in Ayurvedic Sodhana process of Vacha,2013.0,Journal of Ayurveda and integrative medicine,3.0,
01babc78d35c4277eb6ae2970b44ed139d418850,[Airway management of COVID-19 patients with severe pneumonia].,2020.0,Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,0.0,
e2ee39496dd22dd0d950eb27ebc9d2e7a4f94a4d,"The North Wyke Farm Platform: effect of temperate grassland farming systems on soil moisture contents, runoff and associated water quality dynamics",2016.0,European journal of soil science,22.0,
cd38d978fbf0b7dbdafddbfbbdfdee2b1c16b440,Outcomes of the Bobath concept on upper limb recovery following stroke,2004.0,Clinical rehabilitation,72.0,
7415c8a6022d32fb4bc8af4741256e51cda1fcf8,Graph minors. X. Obstructions to tree-decomposition,1991.0,"J. Comb. Theory, Ser. B",328.0,
579d0d0ca68a8b03b98ef25bf9848aaaa2d8595b,"The psychosocial impact of food allergy and food hypersensitivity in children, adolescents and their families: a review.",2010.0,Allergy,183.0,
f76fffb0c10eb2bd2cee3ce540f4c338491bd2c0,Knowledge management in the public sector: stakeholder partnerships in the public policy development,2006.0,J. Knowledge Management,104.0,
eb8e2bc0fb25338200b5d77bef0db3db6cf6898f,Activation of transcription of a yeast gene in E. coli by an IS5 element,1982.0,Nature,3.0,
b14d6745ef6441a73973b99f8c3b71367f3f607c,Diagnosing COVID-19 Pneumonia from X-Ray and CT Images using Deep Learning and Transfer Learning Algorithms,2020.0,ArXiv,3.0,
d23aca9204f8ed7a040aa15e30ed90528c755771,Software pipelining: an effective scheduling technique for VLIW machines,2004.0,SIGP,581.0,
0a7da90b33a2bc140210a0a4622d43d6887d0d15,"The Geology of the Wiriagar Field, Bintuni Basin, Irian Jaya",1988.0,,3.0,
c55e7fbc18c4816cc4e73e7877a0ca20a0577922,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus–Infected Pneumonia",2020.0,The New England journal of medicine,1152.0,
958f3823640352cb0be7c38abf8ec1359dad80a6,The Art of Case Study Research,1995.0,,11504.0,
3a51dd8f4e5f60fe83e91915caa896d38f56e2b4,Dynamic modelling and prediction of English Football League matches for betting,2002.0,,60.0,
525ebb66c8acbead1f6a11b4300a6e5a528adb55,"Customer satisfaction, customer retention, and market share",1993.0,,960.0,
d8978d52086cef9af032cfdbc6d49d7c4081feea,The Challenge of Automatic Eating Behaviour Analysis and Tracking,2020.0,,1.0,
fc52257030e643343d4d85e58b2d1f6c6aa56850,"Single-cell RNA expression profiling of ACE2, the receptor of SARS-CoV-2",2020.0,medRxiv,44.0,
f0ff9e1652ce62beddd7c78b67bcf00458c22db0,Pricing Interest-Rate-Derivative Securities,1990.0,,782.0,
ed31e1225f6a76b469dfe4d022b235dc70be4390,A Stylometric Inquiry into Hyperpartisan and Fake News,2018.0,ACL,150.0,
30d63a73b7d0f212726457b303244d05a85a8f58,C-FLAT: Control-Flow Attestation for Embedded Systems Software,2016.0,CCS '16,86.0,
a87fa162d7e9fa982ea2dc5571c57e527e813dcd,Gigantomastia and autoimmunity: a case report,2009.0,Lupus,8.0,
c322fdedc7c907a9da57c980a93bb6174c8949ef,"The Dissertation Journey: A practical and comprehensive guide to planning, writing and defending your dissertation",2009.0,,349.0,
a09a18f0370e67a2846a9be0e0ece91e240c9553,Protective effects of dietary chamomile tea on diabetic complications.,2008.0,Journal of agricultural and food chemistry,90.0,
271bb95f8ca55889d1a35bca0c83ed6868707241,Nutrition and Feeding of Fish,1998.0,Springer US,416.0,
2f7803d0175cf0c1bd31445394308629277aafb2,Hoarding in obsessive-compulsive disorder: results from the OCD Collaborative Genetics Study.,2007.0,Behaviour research and therapy,90.0,
07147433095bfdf55a2a1f36bb2397f20aa332dc,A methodology for selection and evaluation of advanced manufacturing technologies,2008.0,Int. J. Computer Integrated Manufacturing,12.0,
d9eba90cf4b2df321f00b54f3aba28113eeb2c38,"Brand experience effects on brand attachment: The role of brand trust, age, and income",2019.0,,1.0,
6e7bb4f4917f2464ca1faa9de9e5661708af6b46,Pricing: Making Profitable Decisions,1990.0,,505.0,
5360d74d888db1792c7eb0afd9b1fd6570819600,COVID‐19: Lessons from SARS and MERS,2020.0,European journal of immunology,6.0,
e67db834fe37e3384a801af20c11417be9562917,"Bank Runs, Deposit Insurance, and Liquidity",1983.0,,4047.0,
9c062b93f213cbe9e13d2f1863ddcd1f0007211e,"Estimating the asymptomatic proportion of coronavirus disease 2019 (COVID-19) cases on board the Diamond Princess cruise ship, Yokohama, Japan, 2020",2020.0,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,119.0,
5b0a25b8047d451067c71d7c683980d21149732a,"Curcumin inhibits formation of amyloid beta oligomers and fibrils, binds plaques, and reduces amyloid in vivo.",2005.0,The Journal of biological chemistry,831.0,
fe23129607e4a56b1575f0a248ade43363b528d2,Neurometabolic mechanisms for memory enhancement and neuroprotection of methylene blue,2012.0,Progress in Neurobiology,72.0,
5bcedcd1f83c13aca64b638152a544f9eab1fd7f,Penguatan Kerangka Hukum Asean Untuk Mewujudkan Masyarakat Ekonomi Asean 2015,2014.0,,1.0,
c3932d2ca741f34706122aa03abc1761c69390d4,Managing the Extended Enterprise: THE NEW STAKEHOLDER VIEW,2002.0,,348.0,
8b8f1865c7beaf6bb5d7f451445902dafdf23fc3,Business Process Analytics Using a Big Data Approach,2013.0,IT Professional,52.0,
fbd71cc0e1fde0fe6a0a2b3b96d34115f2ce4bcb,Evaluating the Performance of a Single Phase PWM Inverter Using 3525A PWM IC,2012.0,,5.0,
3db495e37690e21e154084f5035218a7d07274f9,Smart-card based electronic commerce: characteristics and roles,1998.0,Proceedings of the Thirty-First Hawaii International Conference on System Sciences,9.0,
972ac7e41c2221fc50ee4585b57b7452c213cffb,Thesis and Dissertation Writing in a Second Language: A Handbook for Supervisors,2007.0,,75.0,
7c6da0d6c8f09d638e2fcab63efbde2e21c0e2d4,Mapping virtual and physical reality,2016.0,TOGS,56.0,
cfd46a2ba3757912bd99b3e615bb7a1dc4632eb7,"Flexural strength of heat-polymerized polymethyl methacrylate denture resin reinforced with glass, aramid, or nylon fibers.",2001.0,The Journal of prosthetic dentistry,155.0,
424561d8585ff8ebce7d5d07de8dbf7aae5e7270,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,2015.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,12600.0,
652b001e38d2e40ad1680202fe1998328d4f6f1c,"The effect of an interdisciplinary algebra/science course on students' problem solving skills, critical thinking skills and attitudes towards mathematics",2001.0,,46.0,
4792e7dd12bfebeb00cbb29d29dd84f07c9a978d,Geant4 - A simulation toolkit,2018.0,,2657.0,
1769de11213513e165ea49c15e4596ef5e7c0144,Regularization Tools version 4.0 for Matlab 7.3,2007.0,Numerical Algorithms,314.0,
4546d5138df7e08c1a27d820b0ce9edf76469e1d,Quality of Life Among Food Allergic Patients and Their Caregivers,2016.0,Current Allergy and Asthma Reports,25.0,
b6f09bc50c2b0614437592fa98a55092ac37bfc5,Adolescents' uses of media for self-socialization,1995.0,,290.0,
1a10a91be8b36b864e39aa88286b822de0ee03a0,.art : situating Internet art in the traditional institution for contemporary art,2007.0,,3.0,
64eddd34d87296ecf5e9cf6e6461233fe98f340d,Building Strong Brands,1995.0,,1863.0,
c0a6e10d295e109673b739b1689767991d84be02,Mismatch Repair Protein Expression in Fordyce Granules,2017.0,Applied immunohistochemistry & molecular morphology : AIMM,2.0,
852879239426955df346cc0aea450deec3f1e94b,Fake news and ideological polarization,2017.0,,21.0,
9081ad0447360f9c91685c03b601047bd8e9aacc,CertiCoq : A verified compiler for Coq,2016.0,,50.0,
6663ac43b2867d7dfba590feea49d7d9a8e90967,The morpheme gender effect,2008.0,,6.0,
a86fb426fdccc8866ba185d974577f1deb2b2474,Environmental Regulation and Innovation: A Panel Data Study,1997.0,Review of Economics and Statistics,561.0,
05199965e50d18cf8c5e122f550136b4cfb76655,"Landscape, memory and contemporary design",2015.0,,1.0,
02ed88488709dca6056addf30c770de116fdd46d,"Influenza Virus Aerosols in Human Exhaled Breath: Particle Size, Culturability, and Effect of Surgical Masks",2013.0,PLoS pathogens,86.0,
70c3b2ea56351da162bfeecc2b42b5dbc67d48f3,Profesi Akuntan Di Era Masyarakat Ekonomi Asean (mea),2018.0,,1.0,
327ef0de2aab3a599e7b4bc7a0d52e102a6a59d3,Food allergy: is prevalence increasing?,2017.0,Internal medicine journal,38.0,
32ac0ebafb83aed0c26962c4de60a4411214d24e,Preparing a Qualitative Research-Based Dissertation: Lessons Learned,2005.0,,262.0,
d6b48754da936d0689a4fd1e2077b4c4610cb9cc,A DST Model of Multilingualism and the Role of Metalinguistic Awareness,2008.0,,86.0,
75aa98879b5bab568090d52904c358b94e0f281b,Interaktionsdesign och UX : om att skapa en god användarupplevelse,2014.0,,21.0,
b277e11e705edb6294d186888d076f9899ab8f2f,Coaching als Instrument der Personalentwicklung,2007.0,,1.0,
d107cac2c5e0c850221f22a72e66c1044e57b4a2,Chebyshev and Fourier Spectral Methods,1989.0,,1929.0,
0b5494dcdc584b7736488eac9767a5d10a5e6d06,Comparison of the methylene blue and toluidine blue photobactericidal efficacy against gram-positive and gram-negative microorganisms.,2001.0,Lasers in surgery and medicine,132.0,
95002b1e240542278c149662e0f125b1afdd2504,"A survey for arboviral antibodies in sera of humans and animals in Lombok, Republic of Indonesia.",1983.0,Annals of tropical medicine and parasitology,82.0,
f358c9a7426d92f3cb1d58e2c5a52c86be04cbb2,Sweden: Combining childbearing and gender equality,2008.0,,73.0,
2f9e088b58b1fa5da2539a9e4158570039473a69,Automatic Question Generation for Vocabulary Assessment,2005.0,HLT/EMNLP,182.0,
138320b004715cd981ad0e53e970a784ff6161b3,"Genetic restriction of HIV-1 infection and progression to AIDS by a deletion allele of the CKR5 structural gene. Hemophilia Growth and Development Study, Multicenter AIDS Cohort Study, Multicenter Hemophilia Cohort Study, San Francisco City Cohort, ALIVE Study.",1996.0,Science,1146.0,
0a4055995433d5d8d50db5293ad2a37169506c2a,دور إستراتيجيات إدارة الموارد البشرية في تعزيز عمليات إدارة المعرفة)) بحث ميداني وزارة النقل,2016.0,,0.0,
8060ae82b88c7170816f52c081c48c18d6bc31a3,"The effects of violent video game habits on adolescent hostility, aggressive behaviors, and school performance.",2004.0,Journal of adolescence,477.0,
d448a33c77562dd0bc001da91336a0160a141272,Building the Data Warehouse,1992.0,,1396.0,
c93e259a77b7b68a8f9a71dd634ece7ecd60ce5a,Participatory Visualization with Wordle,2009.0,IEEE Transactions on Visualization and Computer Graphics,280.0,
78f42b0c92c2083040d123e279348c7db26cc93e,Business etiquette.,1999.0,Nursing economic$,5.0,
34c359885b3678697792188b0387faa20c868b90,"In a word: Pre-Raphaelite, Pre-Raphaelites, Pre-Raphaelitism",2009.0,,0.0,
ab390f10332f80ac78e43338637399325d53f1c8,Coronavirus Infections-More Than Just the Common Cold.,2020.0,JAMA,128.0,
0fbdb99bbe5c0016ee845a9e8e1da05b12e771ff,Native American Youth Citizen Scientists Uncovering Community Health and Food Security Priorities,2019.0,Health promotion practice,0.0,
696459e0c67f729a05a819699adae5d64aaab4b3,Three-dimensional multi-scale line filter for segmentation and visualization of curvilinear structures in medical images,1998.0,Medical Image Anal.,609.0,
056dd37329c2addbcd4f9c3efb293399d61b00c5,Dover beach : Understanding the pains of bereavement,2006.0,,0.0,
2322f5394d703dffd81232fe8b08159b43109b70,Self-disclosure in Computer-Mediated Communication,2006.0,,102.0,
3ef14b5d72a802267a35beefc2e6f67b0d8a0805,Frontiers of biomedical text mining: current progress,2007.0,Briefings in Bioinformatics,228.0,
ca8397dfb8287af21188ea858d420e888dbdc3b5,Strategies for Developing Competency Models,2005.0,Administration and Policy in Mental Health and Mental Health Services Research,95.0,
d51f3e470ed5a568c0856485c41c42d35b96335c,Corotational formulation for nonlinear dynamic analysis of flexible beam structures,2012.0,,11.0,
cef4d6ec6505d3d3dcbc9365802947dda107dba2,Top-down induction of decision trees classifiers - a survey,2005.0,"IEEE Transactions on Systems, Man, and Cybernetics, Part C (Applications and Reviews)",408.0,
f5bbe0958149af031fa758610503986e13669717,Municipal solid waste as a valuable renewable energy resource: A worldwide opportunity of energy recovery by using Waste-To-Energy Technologies,2017.0,,29.0,
83f25d30c84949b0ff42e8ad842acd4211fc9cf5,Crowding is unlike ordinary masking: distinguishing feature integration from detection.,2004.0,Journal of vision,521.0,
a36542a29c53d2c621e9f74316dd15415b9cb282,Fintech and Financial Services : Initial Considerations,2017.0,,43.0,
d511f3a98d460f7967dd490e34d664caac1529d1,A Novel AI-enabled Framework to Diagnose Coronavirus COVID 19 using Smartphone Embedded Sensors: Design Study,2020.0,ArXiv,8.0,
6294bcaeef6e9bc0a03fba48bf9c181f802065b2,Management’s Science–Practice Gap: A Grand Challenge for All Stakeholders,2016.0,,27.0,
904cbad2269e72532afff36ee05eb95e4cb02094,Recent Knowledge of Hydrocarbon Potentials in Sedimentary Basins of Indonesia: Hydrocarbons,1976.0,,1.0,
f58c658dcebb60f57466bd78c84ee9c21a66f3b7,"Disney's women: changes in depictions of femininity in Walt Disney's animated feature films, 1937-1999.",2001.0,,2.0,
4f97bfe016c1c6e1661f774fac8232728db3d1b6,The functional anatomy of basal ganglia disorders,1989.0,Trends in Neurosciences,2208.0,
57b6ca1520c5e7b0e12712b2c2610c331373cd6e,Dental surgical management of the patient with hemophilia.,2016.0,General dentistry,3.0,
e967f6bff94bf4d252669b02f601a16a9d27c539,Opioid Prescriptions for Chronic Pain and Overdose,2010.0,Annals of Internal Medicine,568.0,
9caa95634f732ca182241c8cb5350beb4c4fb724,Guidelines for Pubic Hair Restoration,2005.0,Aesthetic Plastic Surgery,7.0,
2b55d6997133251c0aa6807bfd665ea9d388cc73,Congruent Graphs and the Connectivity of Graphs,1932.0,,536.0,
05ddfa115e01328eaa5b2cd4fdd356f7ddf62010,"Structural geology and regional tectonics of the South-Central Zimbabwe Craton from aeromagnetic, gravity and Landsat TM data",1994.0,,1.0,
a5d7882c802823589775eb3f60562c9449eb9746,Monkey visual behavior falls into the uncanny valley,2009.0,Proc. Natl. Acad. Sci. USA,77.0,
94f3ba022965311a989e2365a3cf560298cc4458,Serverless computing for container-based architectures,2018.0,Future Gener. Comput. Syst.,23.0,
cefe5150a9ee5cfc9497edeba3751e19c88de41f,The Efficiency of Australian Football Betting Markets,1995.0,,6.0,
e5373498b95914a9320bdd4f1f4ae8b65b8524a4,Children's body image concerns and eating disturbance: a review of the literature.,2001.0,Clinical psychology review,283.0,
fce4af255a5bb9c66275c1aa814650bef5e753ba,Gestational gigantomastia.,2009.0,BMJ case reports,0.0,
cde3064711d069802d96aad7c67b2fb2ba7a8a2a,The Enterprise Ontology,1998.0,Knowledge Eng. Review,611.0,
9fccd32dc0408b345a8a38251922f250920c95a1,Governing Through the Dao: A Non-Anarchistic Interpretation of the Laozi,2010.0,,1.0,
d12edf7c5697255078e67936377d01f8c0d8e8ce,Classification of Style in Fine-Art Paintings Using Transfer Learning and Weighted Image Patches,2018.0,2018 12th International Conference on Signal Processing and Communication Systems (ICSPCS),2.0,
c38bbaede7011f84c7d4e1fc93411fd4b1dcec22,Fordyce granules and hereditary non-polyposis colorectal cancer syndrome.,2005.0,Gut,9.0,
3df15ee5f6b75861b7340e55275253950ef7c139,Failure assessments of polymeric structure for electronic connectors,2018.0,"2018 19th International Conference on Thermal, Mechanical and Multi-Physics Simulation and Experiments in Microelectronics and Microsystems (EuroSimE)",0.0,
b0a8d512169453d92fbe44bc77a96bcc9cb9c85f,A Survey of Techniques for Event Detection in Twitter,2015.0,Comput. Intell.,359.0,
0137a460712bfd18e2df45a212275e2b04bdd5b5,Intelligent cupellation furnace for fire assaying,2016.0,,0.0,
8b86c6fb856b29b88a4aaf003d319c117449db73,Die Verba lae inf. und die ihnen verwandten im Ägyptischen,1954.0,,0.0,
720124bf60271642f956d156ded1c8c58aea15e9,Information and the Cost of Capital,2004.0,,872.0,
58b2cb5246104e166a06ac6ed76e9f259b6793c5,[Pregnancy-induced gigantomastia].,1989.0,Geburtshilfe und Frauenheilkunde,2.0,
253b3cc61e58d62e87fd01d94e743c4b549b2afe,ABC of learning and teaching in medicine: Problem based learning,2003.0,,259.0,
